Course Code,Title,Credits,Attributes,Description,Typically Offered,Sections
SPEA-H 322,PRINCIPLES OF EPIDEMIOLOGY,3 credits,,"A basic overview of epidemiologic methodology and techniques. Both communicable and chronic disease risk factors will be discussed, along with data acquisition, analysis techniques, and current published epidemiological studies.","Summer, Fall","Class #: Open | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Cydney McGuire | 5/64
Waitlist 0"
SPEA-H 324,HEALTH POLICY,3 credits,,"This course will focus on current health policy issues within the context of the United States health care system. The course will familiarize students with the political environment of public policy, introduce major health care policy perspectives, and apply those analytical models to a series of health policy issues.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 278 | Seth Freedman | 2/40
Waitlist 0
Class #: Open | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 278 | Seth Freedman | 3/40
Waitlist 0"
SPEA-H 341,LEGAL ASPECTS OF HEALTH CARE ADMINISTRATION,3 credits,,"An overview of the liability and legal responsibility, as well as legal recourse, that healthcare facilities may exercise. This course will discuss policies and standards elating to health facility administration. Also included is a discussion of financial aspects unique to the hospital/ healthcare facility environment, such as third-party  payments and federal assistance.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | GY 1043 | Laura Durfee, Bailey Anstead | 6/54
Waitlist 0"
SPEA-H 352,HEALTHCARE FINANCIAL MANAGEMENT I,3 credits,,"First of a two-course sequence on the financial management of healthcare organizations; introduces financial environment of providers and concepts of financial accounting critical to decision-making.  Topics include financial statement analysis (specific emphasis on unique features of healthcare financial statements), accounting and managerial control of cash, accounts receivable, inventory, and budgeting.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 278 | Terri Renner | 9/40
Waitlist 0
Class #: Open | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 277 | Terri Renner | 4/40
Waitlist 0"
SPEA-H 353,HEALTHCARE FINANCIAL MANAGEMENT II,3 credits,,"Course focus is financial management of healthcare organizations; assessing critical decision-making concepts in managerial accounting and finance. Topics include evaluation of capital investments, financing sources, managerial accounting include cost behavior, profit analysis, and incremental analysis, reimbursement under various third-party payer environments, cost allocation and government program reporting.","Summer, Fall","Class #: Closed | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Terri Renner | 0/60
Waitlist 1"
SPEA-H 354,HEALTH ECONOMICS,3 credits,,"Health economics studies the behavior of individuals, private and public employers, health care providers, and the government in decisions made within the health sphere. It applies microeconomics tools (including data analysis) to understand personal health behaviors, health care markets, health insurance systems, and health policies.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 277 | Kosali Simon | 3/60
Waitlist 0"
SPEA-H 365,HEALTH SERVICES PRACTICUM,1–3 credits,,The Health Administration Practicum will consist of a personal career-planning component coupled with weekly field visits to health care agencies in Central Indiana. Students must perform satisfactorily in both parts of the practicum to receive a passing grade.,"Summer, Fall","Class #: Open | F
Friday
9:00 AM–12:00 PM
Eight Week - Second
10/20/2025–12/19/2025 | WB WEB | Jean Scallon | 25/40
Waitlist 0
Class #: Closed | F
Friday
9:00 AM–12:00 PM
Eight Week - First
8/25/2025–10/17/2025 | WB WEB | Jean Scallon | 0/40
Waitlist 0"
SPEA-H 374,HEALTH MANAGEMENT ETHICS,3 credits,Class uses IU eTexts (436),This course examines healthcare ethical decision making challenges from managerial perspective and explores broader policy issues associated with ethical problems in healthcare institutions. It provides an overview of general theories of ethical challenges in everyday managerial activities.,"Summer, Fall","Class #: Open | TuTh
Tuesday, Thursday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Christopher Wayne | 10/35
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | LH 035 | Julie Carmichael | 0/35
Waitlist 0"
SPEA-H 401,STRATEGIC PLANNING IN HEALTH ORGANIZATIONS,3 credits,Class uses IU eTexts (436),This course examines strategic planning techniques as it applies to healthcare organizations. Students will develop and defend a comprehensive strategic plan for a case facility. One half of the course will be conducted in a workshop format.,"Summer, Fall","Class #: Open | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A221 | Chuck Russo | 13/48
Waitlist 0"
SPEA-H 402,HOSPITAL ADMINISTRATION,3 credits,,"The study of organization, structure, function, and fiscal operations within hospitals. The role of the hospital in the community, relationship to official and voluntary health agencies, coordination of hospital departments, and managerial involvement will be examined.","Summer, Fall","Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A335 | Christopher Wayne | 0/48
Waitlist 4"
SPEA-H 403,PHARMACEUTICAL INDUSTRY AND PUBLIC POLICY,3 credits,,"This course provides an overview of the pharmaceutical industry, its stakeholders and the key policy issues facing this industry.  The course will focus on firms that operate in the traditional chemical pharmaceutical industry, biotechnology and medical devices. The course perspective is global, with an emphasis on the U.S. as the largest and most profitable market.","Summer, Fall","Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A335 | Julie Carmichael | 0/48
Waitlist 0"
SPEA-H 411,CHRONIC AND LONG-TERM CARE ADMINISTRATION,3 credits,,"Administering programs across the continuum of care including nursing homes, hospice, home health, and assisted living; Medicare and Medicaid financing; quality improvement: care management; and needs of special populations, particularly, vulnerable elders.",Fall,"Class #: Closed | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | M2 100 | Natalie Peterson | 0/40
Waitlist 2"
SPEA-H 432,HEALTH CARE MARKETING,3 credits,Class uses IU eTexts (436),"A practical study of marketing in health care institutions, health service organizations, and health insurers. A basic foundation in marketing principles, new methods in marketing products and services, and inexpensive marketing techniques will be examined.",Fall,"Class #: Open | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 276 | Julie Carmichael | 9/48
Waitlist 0"
SPEA-H 455,TOPICS IN PUBLIC HEALTH,1–3 credits,Class uses IU eTexts (436); Class uses IU eTexts (436),Extensive discussion of selected topics in public health. The topics may change from semester to semester with resource availability and student demand.,"Spring, Summer, Fall","Class #: Open | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | GY 1050 | Julie Duhon | 7/34
Waitlist 0"
SPEA-H 455,HEALTHCARE INFORMATICS MANAGEMENT (TOPICS IN PUBLIC HEALTH),1–3 credits,Class uses IU eTexts (436); Class uses IU eTexts (436),Extensive discussion of selected topics in public health. The topics may change from semester to semester with resource availability and student demand.,"Spring, Summer, Fall","Class #: Open | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | GY 1050 | Julie Duhon | 7/34
Waitlist 0"
SPEA-H 456,HEALTHCARE REIMBURSEMENT,3 credits,Class uses IU eTexts (436),"This course offers students a practical foundation in the systems and structures used to pay for healthcare delivery in the United States.  The course is designed to provide students with the required knowledge and skills needed to succeed in entry-level positions within the healthcare setting, including provider organizations, health insurers, medical suppliers and public healthcare financing agencies.","Summer, Fall","Class #: Open | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 278 | Jon Anderson | 18/48
Waitlist 0"
SPEA-H 466,PUBLIC HEALTH FIELD EXPERIENCE,1–6 credits,,Supervised advanced training in professional and technical functions in public health; guided student activity and performance in professional public health functions. Individualized programs may be arranged to suit students' areas of concentration. Students will be required to fulfill a minimum of 120 hours of professional relevant work.,"Spring, Summer, Fall","Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Lillian Clarke | 50/50
Waitlist 0
Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Brian Seavey | 50/50
Waitlist 0
Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 |  | Megan Starnes | 50/50
Waitlist 0"
SPEA-H 525,HEALTH ECONOMICS FOR POLICY AND MANAGEMENT,3 credits,,"Economic principles play a key role in understanding/improving health policy and management.  Health economics applies the tools of the discipline to questions in organization, delivery, and financing to understand health, the health care and health insurance systems, and to critically evaluate current policy debates in the US and globally.","Summer, Fall","Class #: Open | Eight Week - First
8/25/2025–10/17/2025 | WB WEB | Chris Jackson | 3/25
Waitlist 0"
SPEA-H 526,HEALTHCARE FINANCE,3 credits,,"The course focuses on important accounting and financial management principles and concepts relevant to health services and organizations. Through this class, you will learn to: (a) Apply basic financial management and accounting principles in healthcare and public health. 
(b) Use statistical and analytical tools to measure and improve organizational performance.","Spring, Summer, Fall","Class #: Open | TuWTh
Tuesday, Wednesday, Thursday
10:00 AM–2:00 PM
Intersession
8/4/2025–8/22/2025 | PV 273 | Steve Eller | 3/15
Waitlist 0
Class #: Closed | Eight Week - Second
10/20/2025–12/19/2025 | WB WEB | Christopher Jackson | 0/20
Waitlist 0"
SPEA-H 585,PRACTICUM 1 IN HEALTHCARE LEADERSHIP,3 credits,,This MSHM specific course develops the professional skills needed to succeed in healthcare.  It includes several national certifications and a written leadership transition plan.,Fall,"Class #: Open | MW
Monday, Wednesday
1:00 PM–3:00 PM
Eight Week - First
8/25/2025–10/17/2025 | HD TBA | April Grudi | 7/20
Waitlist 0
Class #: Open | Th
Thursday
6:00 PM–8:30 PM
Eight Week - First
8/25/2025–10/17/2025 | WB WEB | April Grudi | 13/20
Waitlist 0"
SPEA-H 586,PRACTICUM 2 IN HEALTHCARE LEADERSHIP,3 credits,,"To be arranged with host agency and student. A product, such as a practicum report, an oral examination, or examples of materials produced in the practicum, must be approved by the Chairman of the Graduate Program.",Fall,"Class #: Open | MW
Monday, Wednesday
1:00 PM–3:00 PM
Eight Week - Second
10/20/2025–12/19/2025 | HD TBA | April Grudi | 20/20
Waitlist 0
Class #: Open | Th
Thursday
6:00 PM–8:30 PM
Eight Week - Second
10/20/2025–12/19/2025 | WB WEB | John Newton | 20/20
Waitlist 0"
SPEA-I 519,DATA BASE MANAGEMENT SYSTEMS,3 credits,,"This course provides students an in-depth knowledge of database design and management in public organizations. The students create a conceptual, logical, and physical design of databases; build models of data  required by users with modeling formalisms and computer-aided software engineering tools; and design queries using leading database software packages.","Spring, Summer, Fall","Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A335 | Roger Morris | 0/9
Waitlist 4"
SPEA-K 300,STATISTICAL TECHNIQUES,3 credits,Class uses IU eTexts (436),"Nature of statistical data. Ordering and manipulation of data. Measures of central tendency and dispersion. Elementary probability. Concepts of statistical inference decision: estimation and hypothesis testing. Special topics discussed may include regression and correlation, analysis of variance, nonparametric methods.","Spring, Summer, Fall","Class #: Open | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | OP 105 | Phoebe Wakhungu | 1/103
Waitlist 1
Class #: Open | MW
Monday, Wednesday
7:05 PM–8:20 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Phoebe Wakhungu | 42/103
Waitlist 0
Class #: Open | F
Friday
10:00 AM–12:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 277 | Henry Wakhungu | 1/50
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | TH A201 | Henry Wakhungu | 0/103
Waitlist 3
Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | OP 105 | Henry Wakhungu | 0/103
Waitlist 4
Class #: Closed | F
Friday
12:30 PM–2:30 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 277 | Henry Wakhungu | 0/50
Waitlist 0"
SPEA-L 564,LOCAL GOVERNMENT MANAGEMENT,3 credits,Class uses IU eTexts (436),"This course deals with the professional management of local communities, with special attention to the forms, processes and policies of cities, towns and counties. Readings and case studies will focus on local government management relating to leadership, planning and operations.","Spring, Fall","Class #: Open | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 273 | Aaron Deslatte | 8/20
Waitlist 0"
SPEA-L 622,LOCAL ECONOMIC DEVELOPMENT,3 credits,,"This course presents concepts, theories and practices of sustainable local economic development. Lectures, guest speakers, readings and a final applied project will prepare students to provide professional recommendations and analysis of economic development policies and implementation strategies.",Fall,"Class #: Closed | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 275 | Mitch Berg | 0/16
Waitlist 0"
SPEA-M 547,NEGOTIATION AND DISPUTE RESOLUTION FOR PUBLIC AFFAIRS,3 credits,,"Students learn the skill of interest-based negotiation through role-play and simulation. Students will learn about dispute resolution techniques such as mediation, arbitration, fact finding, early neutral evaluation, ombudspersons and facilitation. The course covers dispute resolution in federal government and in the context of public, environmental, labor, and business disputes.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 273 | Daniel Griffith | 1/28
Waitlist 0"
SPEA-M 561,PUBLIC HUMAN RESOURCES MANAGEMENT,1–3 credits,Class uses IU eTexts (436),,Fall,"Class #: Open | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 275 | Cheryl Hughes | 3/22
Waitlist 0"
SPEA-M 652,MANAGING WORK FORCE DIVERSITY IN PUBLIC ORGANIZATIONS,3 credits,,"Explores and applies theoretical and empirical research from a management perspective on workforce diversity. Topics include theories and constructs pertaining to diversity in work organizations, organizational postures toward workplace diversity, the interface tween heterogeneity, work processes, and management practice; and the effects of heterogeneity on work-related outcomes.",Summer,"Class #: Open | Regular Academic Session
8/25/2025–12/19/2025 | WB WEB | Brian Richardson | 5/30
Waitlist 0"
SPEA-M 771,PUBLIC ORGANIZATION AND MANAGEMENT I,3 credits,,"This seminar focuses on management theory in the public sector. Subjects include: historical development, major questions in theory and practice, managerial decision making, and managerial effectiveness.",Fall,"Class #: Open | Tu
Tuesday
12:45 PM–3:15 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 270 | Tom Rabovsky | 10/13
Waitlist 0"
SPEA-N 521,THE NONPROFIT AND VOLUNTARY SECTOR,3 credits,,"The theory, size, scope, and functions of the nonprofit and voluntary sector are covered from multiple disciplinary perspectives including historical, political, economic, and social.",Fall,"Class #: Open | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 163 | David Bell | 15/30
Waitlist 0"
SPEA-N 534,NGO MANAGEMENT FOR INTERNATIONAL DEVELOPMENT,3 credits,,"Coursework prepares students for employment in international development. It covers a range of theoretical material and practical skills, answering questions like: What role do NGOs play in developing countries? How do we define and measure NGO success or failure? How do NGOs fundraise, plan, evaluate and collaborate on programs?",Fall,"Class #: Open | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 273 | Jennifer Brass | 4/28
Waitlist 0"
SPEA-P 562,PUBLIC PROGRAM EVALUATION,1–3 credits,,"Examination of how the programs of public agencies are proposed, established, operated and evaluated. Discussion of the role and conduct of research in the program process. In addition, techniques of effective evaluation and report presentation are discussed.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A221 | Antung Liu | 21/40
Waitlist 0"
SPEA-P 710,TOPICS IN PUBLIC POLICY,3 credits,,"Doctoral seminar focusing upon various topics in public policy. Illustrative topics include: public management, environmental policy, public finance, and urban affairs.","Summer, Fall","Class #: Open | Tu
Tuesday
3:00 PM–5:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | HD TBA | Jessica Steinberg | 15/15
Waitlist 0"
SPEA-P 710,DOMESTIC ENVIRONMENTAL POLICY (TOPICS IN PUBLIC POLICY),3 credits,,"Doctoral seminar focusing upon various topics in public policy. Illustrative topics include: public management, environmental policy, public finance, and urban affairs.","Summer, Fall","Class #: Open | Tu
Tuesday
3:00 PM–5:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | HD TBA | Jessica Steinberg | 15/15
Waitlist 0"
SPEA-P 710,PUBLIC ORGANIZATION & MANAGEMENT (TOPICS IN PUBLIC POLICY),3 credits,,"Doctoral seminar focusing upon various topics in public policy. Illustrative topics include: public management, environmental policy, public finance, and urban affairs.","Summer, Fall","Class #: Open | Tu
Tuesday
3:00 PM–5:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | HD TBA | Jessica Steinberg | 15/15
Waitlist 0"
SPEA-P 710,SEMINAR IN INSTITUTIONAL ANALYSIS AND DEVELOPMENT (TOPICS IN PUBLIC POLICY),3 credits,,"Doctoral seminar focusing upon various topics in public policy. Illustrative topics include: public management, environmental policy, public finance, and urban affairs.","Summer, Fall","Class #: Open | Tu
Tuesday
3:00 PM–5:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | HD TBA | Jessica Steinberg | 15/15
Waitlist 0"
SPEA-P 762,PUBLIC PROGRAM EVALUATION,3 credits,,"Examination of how the programs of public agencies are proposed, established, operated and evaluated. Discussion of the role and conduct of research in the program process. In addition, techniques of effective evaluation and report presentation are discussed.",Fall,"Class #: Open | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 275 | Coady Wing | 2/15
Waitlist 0"
SPEA-P 791,WORKSHOP IN PUBLIC POLICY,0–1 credit,,This workshop focuses on theory and research about public policy. Students are given opportunities to present and critique public policy research and to lead and participate in discussions of selected books and articles.,"Summer, Fall","Class #: Open | F
Friday
12:00 PM–1:30 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A221 | Jennifer Silva | 13/30
Waitlist 0"
SPEA-R 521,DOMESTIC ENVIRONMENTAL POLICY,3 credits,,"This course focuses on the actions taken by the national and state governments to protect and improve environmental quality in the United States, emphasizing the role of political actors and institutions. The course provides a survey of the primary laws, regulations, and policies with an emphasis on pollution control.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A221 | Christopher Callahan | 23/40
Waitlist 0"
SPEA-R 532,WATER POLICY AND ECONOMICS,3 credits,,The course provides a throughout review into the current status quo of water quality and water availability policy related issues through the prism of the economics literature. Applications and case studies focus mainly in the US but also expand internationally.,Fall,"Class #: Open | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 273 | Nikolaos Zirogiannis | 14/22
Waitlist 0"
SPEA-R 535,INTERNATIONAL ENVIRONMENTAL POLICY,3 credits,,"Many modern environmental problems are regional or global; policies to address them are complex. We explore several such problems, focusing on climate change and pollution.  We study policy details shaping these problems, and examine how international policies create solutions to these issues and how coalitions of countries address these problems.",Fall,"Class #: Open | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 272 | Nikolaos Zirogiannis | 1/35
Waitlist 0"
SPEA-R 625,ENVIRONMENTAL ECONOMICS AND POLICY,3 credits,,"The course develops the microeconomics-based environmental policy analysis paradigm, and uses the paradigm to evaluate the efficiency of current environmental regulations. The course also explores the incentive issues associated with design of international environmental agreements, and develops techniques (contingent valuation, hedonic pricing, travel cost method) for valuing environmental resources.","Summer, Fall","Class #: Open | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A335 | Kenneth Richards | 29/40
Waitlist 0"
SPEA-R 643,NATURAL RESOURCE MANAGEMENT AND POLICY,3 credits,,"This course provides an integrated understanding of science, law, management and policy, preparing students to formulate and initiate policy and manage natural resource programs. Topics covered include program analysis, legal authorities; organizational structure; decision making; and diffusion of innovations. Skills include program implementation and communication with diverse audiences.",Fall,"Class #: Closed | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A205 | Glen Salmon | 0/25
Waitlist 2"
SPEA-S 515,SUSTAINABLE COMMUNITIES,3 credits,,"Course explores proactive strategies for moving communities toward economic, social and environmental sustainability.  Through case studies, projects, tours, and visiting professionals the new thinking in community design, from individual green buildings to regional scales of transportation, land use, commerce, natural systems restoration, waste, food, water, and energy is developed.",Fall,"Class #: Open | TuTh
Tuesday, Thursday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV A205 | Aaron Deslatte | 6/30
Waitlist 0"
SPEA-V 100,CURRENT TOPICS IN PUBLIC AFFAIRS,1–3 credits,,Readings and discussion of current public issues and problems.,"Summer, Fall","Class #: Open | TuTh
Tuesday, Thursday
2:45 PM–3:35 PM
Eight Week - Second
10/20/2025–12/19/2025 | PV A203 | Rebecca Gilbert | 16/24
Waitlist 0"
SPEA-V 100,CIVIC LEADERSHIP DEVELOPMENT (CURRENT TOPICS IN PUBLIC AFFAIRS),1–3 credits,,Readings and discussion of current public issues and problems.,"Summer, Fall","Class #: Open | TuTh
Tuesday, Thursday
2:45 PM–3:35 PM
Eight Week - Second
10/20/2025–12/19/2025 | PV A203 | Rebecca Gilbert | 16/24
Waitlist 0"
SPEA-V 100,STRESS MANAGEMENT & WELLBEING FOR PUBLIC LEADERS (CURRENT TOPICS IN PUBLIC AFFAIRS),1–3 credits,,Readings and discussion of current public issues and problems.,"Summer, Fall","Class #: Open | TuTh
Tuesday, Thursday
2:45 PM–3:35 PM
Eight Week - Second
10/20/2025–12/19/2025 | PV A203 | Rebecca Gilbert | 16/24
Waitlist 0"
SPEA-V 161,URBAN PROBLEMS AND SOLUTIONS,3 credits,IUB GenEd S&H credit (166),,"Summer, Fall","Class #: Closed | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | TV 245 | Mitch Berg | 0/80
Waitlist 0"
SPEA-V 181,US POLICY AND ADMINISTRATION,3 credits,IUB GenEd S&H credit (166),The policy making and implementation process in the United States is complex and affects the daily lives of citizens in a profound way. This course will introduce that process and highlight the forces have shaped some of the most salient policy battles of last decade.,"Summer, Fall","Class #: Closed | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Rachel Carpenter | 0/100
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | John Graham | 1/100
Waitlist 5
Class #: Closed | MW
Monday, Wednesday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | John Graham | 0/100
Waitlist 6
Class #: Closed | TuTh
Tuesday, Thursday
2:20 PM–3:35 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | Karl Santiago | 0/100
Waitlist 6
Class #: Closed | TuTh
Tuesday, Thursday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Shawna Girgis | 0/100
Waitlist 0"
SPEA-V 182,POLICY-MAKING AROUND THE WORLD: COMPARATIVE AND INTERNATIONAL APPROACHES,3 credits,Class uses IU eTexts (436); IUB GenEd S&H credit (166),This course introduces students to the fields of comparative and international policy. The first part explores how and why governments around the world make policy choices and how these choices affect their citizens. The second part introduces students to how governments work together with other actors to solve global problems.,"Summer, Fall","Class #: Open | M
Monday
6:30 PM–9:00 PM
Eight Week - Second
10/20/2025–12/19/2025 | PV 274 | Osita Afoaku | 10/60
Waitlist 0
Class #: Closed | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Susan Siena | 0/100
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | John Karaagac | 0/100
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Daniel Preston | 0/100
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Daniel Preston | 0/100
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | BQ C129 | John Karaagac | 0/34
Waitlist 2
Class #: Closed | TuTh
Tuesday, Thursday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 167 | Susan Siena | 0/100
Waitlist 3"
SPEA-V 184,LAW AND PUBLIC AFFAIRS,3 credits,Class uses IU eTexts (436); IUB GenEd S&H credit (166),"This course provides a basic understanding of origins, process, and impact of law in making and implementing public policy. Students learn who has power to make and implement laws, the different forms law takes, how to find and interpret law, and key principles of law that shape public affairs.","Spring, Summer, Fall","Class #: Closed | TuTh
Tuesday, Thursday
5:30 PM–6:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 277 | Trisha Bushey | 0/64
Waitlist 2
Class #: Closed | TuTh
Tuesday, Thursday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Rich Hansen | 0/64
Waitlist 3
Class #: Closed | M
Monday
6:30 PM–9:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 277 | Charles Dunlap | 0/64
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
3:55 PM–5:10 PM
Regular Academic Session
8/25/2025–12/19/2025 | BQ C129 | Paul Helmke | 0/34
Waitlist 2
Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 276 | Beth Cate | 0/64
Waitlist 3
Class #: Closed | MW
Monday, Wednesday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 276 | Beth Cate | 0/64
Waitlist 0
Class #: Closed | MW
Monday, Wednesday
11:10 AM–12:25 PM
Regular Academic Session
8/25/2025–12/19/2025 | GA 1118 | Tara Ali | 1/64
Waitlist 5
Class #: Closed | MW
Monday, Wednesday
12:45 PM–2:00 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Dave O'Guinn | 0/50
Waitlist 3
Class #: Closed | TuTh
Tuesday, Thursday
9:35 AM–10:50 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Kathleen Field | 0/64
Waitlist 5
Class #: Closed | TuTh
Tuesday, Thursday
5:30 PM–6:45 PM
Regular Academic Session
8/25/2025–12/19/2025 | PV 274 | Rich Hansen | 0/64
Waitlist 1
Class #: Closed | TuTh
Tuesday, Thursday
8:00 AM–9:15 AM
Regular Academic Session
8/25/2025–12/19/2025 | PV 169 | Rich Hansen | 0/64
Waitlist 1"
